"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2018년 04월 27일","8,940.9","9,282.8","9,386.3","8,920.2","184.91K","-3.73%"
"2018년 04월 26일","9,287.0","8,874.5","9,303.6","8,669.8","248.39K","4.67%"
"2018년 04월 25일","8,873.1","9,645.0","9,753.1","8,768.1","395.67K","-8.01%"
"2018년 04월 24일","9,645.3","8,952.7","9,734.8","8,937.0","260.79K","7.73%"
"2018년 04월 23일","8,952.8","8,809.3","9,001.0","8,785.3","147.54K","1.66%"
"2018년 04월 22일","8,806.7","8,923.6","9,022.3","8,766.5","161.89K","-1.30%"
"2018년 04월 21일","8,923.1","8,867.0","9,027.7","8,614.5","206.01K","0.63%"
"2018년 04월 20일","8,867.0","8,292.3","8,926.2","8,224.5","225.96K","6.95%"
"2018년 04월 19일","8,290.8","8,179.0","8,303.7","8,126.7","155.08K","1.37%"
"2018년 04월 18일","8,178.4","7,908.5","8,227.6","7,895.3","163.26K","3.41%"
"2018년 04월 17일","7,908.6","8,070.0","8,171.7","7,852.8","162.59K","-2.00%"
"2018년 04월 16일","8,070.0","8,362.2","8,412.9","7,908.5","197.70K","-3.51%"
"2018년 04월 15일","8,363.6","8,004.6","8,411.5","8,004.6","160.26K","4.49%"
"2018년 04월 14일","8,004.4","7,891.1","8,180.2","7,839.3","164.71K","1.48%"
"2018년 04월 13일","7,887.4","7,926.9","8,228.0","7,756.6","296.95K","-0.49%"
"2018년 04월 12일","7,926.6","6,963.3","8,009.6","6,779.3","398.30K","13.85%"
"2018년 04월 11일","6,962.1","6,855.6","6,988.6","6,818.4","142.07K","1.56%"
"2018년 04월 10일","6,854.8","6,782.6","6,899.5","6,671.6","134.23K","1.08%"
"2018년 04월 09일","6,781.9","7,035.7","7,192.5","6,633.2","241.19K","-3.54%"
"2018년 04월 08일","7,030.5","6,905.9","7,113.4","6,903.9","132.51K","1.81%"
"2018년 04월 07일","6,905.7","6,624.5","7,071.9","6,616.1","177.10K","4.25%"
"2018년 04월 06일","6,624.3","6,783.7","6,859.7","6,523.4","174.90K","-2.33%"
"2018년 04월 05일","6,782.0","6,808.7","6,918.2","6,592.5","221.70K","-0.40%"
"2018년 04월 04일","6,808.9","7,423.8","7,432.9","6,726.9","239.51K","-8.29%"
"2018년 04월 03일","7,424.2","7,067.2","7,519.3","7,032.9","230.80K","5.03%"
"2018년 04월 02일","7,068.4","6,825.4","7,121.3","6,787.6","199.31K","3.56%"
"2018년 04월 01일","6,825.2","6,939.1","7,047.7","6,460.1","257.53K","-1.63%"
"2018년 03월 31일","6,938.2","6,856.5","7,221.5","6,804.9","245.30K","1.23%"
"2018년 03월 30일","6,853.7","7,132.4","7,288.1","6,603.8","417.31K","-3.86%"
"2018년 03월 29일","7,129.2","7,955.2","7,980.7","6,954.9","348.75K","-10.38%"
"2018년 03월 28일","7,954.9","7,803.0","8,110.4","7,754.5","167.36K","1.96%"
"2018년 03월 27일","7,801.7","8,146.5","8,218.3","7,760.6","223.10K","-4.20%"
"2018년 03월 26일","8,143.5","8,474.0","8,515.7","7,865.9","247.18K","-3.89%"
"2018년 03월 25일","8,473.2","8,549.1","8,679.0","8,392.2","149.52K","-0.87%"
"2018년 03월 24일","8,547.4","8,917.3","9,008.8","8,523.6","177.43K","-4.14%"
"2018년 03월 23일","8,916.8","8,725.3","8,917.0","8,305.6","210.11K","2.18%"
"2018년 03월 22일","8,726.2","8,903.7","9,096.2","8,499.1","223.01K","-2.02%"
"2018년 03월 21일","8,905.9","8,912.4","9,173.4","8,775.1","218.19K","-0.08%"
"2018년 03월 20일","8,912.6","8,614.1","9,039.6","8,326.8","253.44K","3.43%"
"2018년 03월 19일","8,616.8","8,200.9","8,698.3","8,127.7","316.96K","5.07%"
"2018년 03월 18일","8,201.2","7,873.2","8,283.6","7,323.3","348.02K","4.14%"
"2018년 03월 17일","7,874.9","8,198.0","8,344.8","7,760.2","208.05K","-5.00%"
"2018년 03월 16일","8,289.2","8,264.3","8,604.8","7,929.1","236.13K","0.30%"
"2018년 03월 15일","8,264.4","8,210.2","8,427.0","7,691.7","326.53K","0.66%"
"2018년 03월 14일","8,210.6","9,154.9","9,353.4","7,958.5","305.45K","-10.32%"
"2018년 03월 13일","9,154.9","9,138.7","9,482.0","8,875.1","239.46K","0.19%"
"2018년 03월 12일","9,137.4","9,535.8","9,892.2","8,804.1","257.91K","-4.12%"
"2018년 03월 11일","9,529.6","8,732.2","9,719.6","8,516.4","266.59K","8.76%"
"2018년 03월 10일","8,762.0","9,216.2","9,500.0","8,691.1","198.73K","-4.94%"
"2018년 03월 09일","9,217.0","9,301.9","9,420.5","8,351.0","371.46K","-0.89%"
"2018년 03월 08일","9,300.0","9,910.7","10,109.0","9,037.0","256.26K","-6.09%"
"2018년 03월 07일","9,902.9","10,779.0","10,899.0","9,422.1","284.54K","-7.23%"
"2018년 03월 06일","10,675.1","11,314.2","11,316.4","10,412.0","230.65K","-5.78%"
"2018년 03월 05일","11,330.6","11,415.7","11,506.9","11,281.2","162.11K","-0.75%"
"2018년 03월 04일","11,416.5","11,402.8","11,490.3","10,878.4","156.40K","0.12%"
"2018년 03월 03일","11,402.3","10,822.5","11,420.7","9,585.5","172.20K","5.31%"
"2018년 03월 02일","10,827.7","10,904.5","11,167.0","10,677.1","201.69K","-0.70%"
"2018년 03월 01일","10,904.5","10,335.1","11,047.8","10,248.7","188.77K","5.52%"
"2018년 02월 28일","10,333.9","10,584.4","11,070.7","10,303.4","215.22K","-2.46%"
"2018년 02월 27일","10,594.4","10,287.8","10,867.2","10,120.5","202.58K","3.01%"
"2018년 02월 26일","10,285.1","9,590.9","10,378.4","9,410.3","235.94K","7.30%"
"2018년 02월 25일","9,585.2","9,703.1","9,860.3","9,330.1","196.49K","-1.23%"
"2018년 02월 24일","9,704.3","10,163.8","10,506.1","9,394.5","239.16K","-4.58%"
"2018년 02월 23일","10,170.4","9,840.6","10,419.1","9,597.8","271.50K","3.34%"
"2018년 02월 22일","9,841.7","10,470.1","10,930.2","9,743.9","316.63K","-6.03%"
"2018년 02월 21일","10,473.0","11,240.9","11,289.7","10,252.2","327.14K","-6.81%"
"2018년 02월 20일","11,238.7","11,169.7","11,791.5","11,119.9","267.56K","0.62%"
"2018년 02월 19일","11,169.4","10,396.6","11,250.5","10,324.8","215.20K","7.41%"
"2018년 02월 18일","10,398.8","11,073.7","11,271.6","10,137.2","288.91K","-6.09%"
"2018년 02월 17일","11,073.5","10,177.3","11,095.9","10,070.9","224.76K","8.79%"
"2018년 02월 16일","10,178.7","10,031.3","10,294.3","9,707.7","206.44K","1.41%"
"2018년 02월 15일","10,037.3","9,475.6","10,206.8","9,348.5","291.28K","5.92%"
"2018년 02월 14일","9,476.3","8,542.6","9,500.0","8,541.6","246.88K","10.97%"
"2018년 02월 13일","8,539.2","8,906.2","8,942.7","8,378.0","195.87K","-4.09%"
"2018년 02월 12일","8,903.5","8,083.6","8,984.9","8,083.6","238.67K","10.17%"
"2018년 02월 11일","8,081.9","8,559.7","8,564.2","7,843.7","236.20K","-5.58%"
"2018년 02월 10일","8,559.6","8,697.3","9,066.6","8,172.2","263.53K","-1.61%"
"2018년 02월 09일","8,699.8","8,163.6","8,735.6","7,784.6","233.94K","6.56%"
"2018년 02월 08일","8,164.2","7,595.1","8,489.9","7,595.1","296.10K","7.50%"
"2018년 02월 07일","7,594.7","7,693.8","8,536.5","7,196.6","445.62K","-1.38%"
"2018년 02월 06일","7,701.2","6,939.3","7,896.2","5,996.6","886.88K","10.99%"
"2018년 02월 05일","6,938.5","8,220.8","8,383.2","6,651.9","593.89K","-15.61%"
"2018년 02월 04일","8,222.2","9,241.5","9,382.1","7,932.1","280.94K","-11.03%"
"2018년 02월 03일","9,241.1","8,894.4","9,506.9","8,249.3","248.71K","3.91%"
"2018년 02월 02일","8,893.2","9,179.8","9,201.4","7,915.8","519.40K","-3.14%"
"2018년 02월 01일","9,181.1","10,266.2","10,303.0","8,789.2","358.40K","-10.56%"
"2018년 01월 31일","10,265.4","10,166.3","10,397.7","9,742.2","208.47K","0.98%"
"2018년 01월 30일","10,166.0","11,244.5","11,277.2","9,917.7","264.72K","-9.59%"
"2018년 01월 29일","11,244.8","11,794.9","11,888.1","11,119.0","137.42K","-4.67%"
"2018년 01월 28일","11,795.1","11,471.2","12,112.7","11,433.3","154.63K","2.86%"
"2018년 01월 27일","11,467.5","11,118.0","11,621.7","10,908.4","163.49K","3.14%"
"2018년 01월 26일","11,118.1","11,203.1","11,655.3","10,389.4","253.91K","-0.76%"
"2018년 01월 25일","11,203.0","11,439.9","11,740.9","10,983.8","181.81K","-2.18%"
"2018년 01월 24일","11,452.3","10,899.4","11,549.5","10,584.5","136.06K","5.04%"
"2018년 01월 23일","10,903.2","10,869.0","11,438.0","10,056.6","188.37K","0.35%"
"2018년 01월 22일","10,864.8","11,597.5","11,970.9","10,136.8","201.73K","-6.30%"
"2018년 01월 21일","11,594.9","12,857.1","12,860.2","11,164.5","206.96K","-9.83%"
"2018년 01월 20일","12,858.9","11,579.2","13,082.2","11,567.3","143.90K","11.04%"
"2018년 01월 19일","11,580.2","11,229.6","11,973.2","10,901.5","170.74K","2.98%"
"2018년 01월 18일","11,245.4","11,202.0","12,004.7","10,660.2","242.45K","0.47%"
"2018년 01월 17일","11,192.3","11,357.7","11,769.6","9,271.3","361.80K","-1.49%"
"2018년 01월 16일","11,362.0","13,704.4","13,711.0","10,050.7","317.10K","-17.05%"
"2018년 01월 15일","13,697.5","13,695.5","14,396.6","13,475.4","73.27K","0.02%"
"2018년 01월 14일","13,695.2","14,291.9","14,446.1","13,094.7","85.12K","-4.18%"
"2018년 01월 13일","14,292.2","13,896.0","14,640.7","13,888.2","61.14K","2.92%"
"2018년 01월 12일","13,886.7","13,529.2","14,176.4","13,410.0","82.37K","2.60%"
"2018년 01월 11일","13,535.4","15,046.7","15,109.1","13,048.3","167.81K","-10.02%"
"2018년 01월 10일","15,043.0","14,778.5","15,045.4","13,613.1","87.07K","1.79%"
"2018년 01월 09일","14,778.5","14,976.2","15,324.6","14,613.4","71.40K","-1.32%"
"2018년 01월 08일","14,976.2","16,228.3","16,302.9","13,902.3","142.45K","-7.71%"
"2018년 01월 07일","16,228.2","17,174.5","17,184.8","15,791.1","79.01K","-5.50%"
"2018년 01월 06일","17,172.3","16,954.8","17,252.8","16,286.6","83.93K","1.28%"
"2018년 01월 05일","16,954.8","15,180.1","17,126.9","14,832.4","141.96K","11.69%"
"2018년 01월 04일","15,180.1","15,156.5","15,408.7","14,244.7","110.97K","0.15%"
"2018년 01월 03일","15,156.6","14,754.1","15,435.0","14,579.7","106.54K","2.73%"
"2018년 01월 02일","14,754.1","13,444.9","15,306.1","12,934.2","137.73K","9.74%"
"2018년 01월 01일","13,444.9","13,850.5","13,921.5","12,877.7","78.43K","-2.93%"
"2017년 12월 31일","13,850.4","12,532.4","14,241.8","12,359.4","111.27K","10.52%"
"2017년 12월 30일","12,531.5","14,392.1","14,461.5","11,962.1","182.07K","-12.93%"
"2017년 12월 29일","14,392.6","14,398.5","15,109.8","13,951.1","118.88K","-0.04%"
"2017년 12월 28일","14,398.7","15,416.3","15,505.5","13,466.1","170.37K","-6.60%"
"2017년 12월 27일","15,416.6","15,757.0","16,514.6","14,534.7","138.71K","-2.16%"
"2017년 12월 26일","15,756.6","13,830.2","16,094.7","13,748.5","143.14K","13.90%"
"2017년 12월 25일","13,833.5","13,790.0","14,467.4","13,010.7","107.48K","0.32%"
"2017년 12월 24일","13,790.0","14,396.6","14,413.7","12,166.5","182.42K","-4.21%"
"2017년 12월 23일","14,396.5","13,665.0","15,493.2","13,356.1","170.17K","5.35%"
"2017년 12월 22일","13,665.0","15,632.1","15,823.7","10,875.7","466.98K","-12.58%"
"2017년 12월 21일","15,632.1","16,461.1","17,301.8","14,953.0","163.74K","-5.04%"
"2017년 12월 20일","16,462.0","17,521.7","17,813.6","15,642.7","227.68K","-6.06%"
"2017년 12월 19일","17,523.7","18,971.2","19,022.0","16,812.8","174.54K","-7.64%"
"2017년 12월 18일","18,972.3","19,065.7","19,221.1","18,114.4","139.25K","-0.49%"
"2017년 12월 17일","19,065.7","19,346.6","19,870.6","18,750.9","117.41K","-1.45%"
"2017년 12월 16일","19,345.5","17,594.1","19,587.7","17,318.5","112.17K","9.89%"
"2017년 12월 15일","17,604.8","16,467.9","17,987.0","16,442.2","153.65K","6.90%"
"2017년 12월 14일","16,467.9","16,286.8","16,941.1","16,023.6","107.92K","1.11%"
"2017년 12월 13일","16,286.8","17,083.9","17,268.0","15,669.9","155.41K","-4.67%"
"2017년 12월 12일","17,083.9","16,733.3","17,560.7","16,254.5","132.85K","2.10%"
"2017년 12월 11일","16,732.5","15,060.5","17,399.2","15,024.6","159.73K","11.11%"
"2017년 12월 10일","15,059.6","14,840.0","15,783.2","13,031.0","201.62K","1.46%"
"2017년 12월 09일","14,843.4","16,048.2","16,313.2","13,151.5","181.98K","-7.50%"
"2017년 12월 08일","16,047.6","16,868.0","17,294.8","13,906.1","286.76K","-4.76%"
"2017년 12월 07일","16,850.3","13,750.1","16,879.3","13,401.6","297.11K","22.55%"
"2017년 12월 06일","13,749.6","11,667.1","13,843.2","11,661.8","191.58K","17.85%"
"2017년 12월 05일","11,667.1","11,624.4","11,901.9","11,486.1","89.69K","0.37%"
"2017년 12월 04일","11,623.9","11,244.2","11,624.6","10,917.8","93.17K","3.36%"
"2017년 12월 03일","11,246.2","10,912.7","11,851.1","10,578.4","122.13K","3.06%"
"2017년 12월 02일","10,912.7","10,861.5","11,175.2","10,715.5","86.83K","0.47%"
"2017년 12월 01일","10,861.5","9,947.1","10,942.8","9,420.9","131.92K","9.20%"
"2017년 11월 30일","9,946.8","9,848.0","10,689.1","9,023.8","187.01K","1.11%"
"2017년 11월 29일","9,837.9","9,906.0","11,417.8","8,938.7","233.33K","-0.69%"
"2017년 11월 28일","9,906.0","9,732.6","9,969.6","9,638.2","87.76K","1.78%"
"2017년 11월 27일","9,733.2","9,318.4","9,733.6","9,316.8","106.90K","4.45%"
"2017년 11월 26일","9,318.4","8,754.6","9,474.6","8,746.6","85.89K","6.44%"
"2017년 11월 25일","8,754.7","8,203.5","8,762.0","8,153.7","84.67K","6.75%"
"2017년 11월 24일","8,200.8","8,013.4","8,332.9","7,900.2","73.00K","2.34%"
"2017년 11월 23일","8,013.4","8,234.5","8,266.5","8,012.4","68.01K","-2.69%"
"2017년 11월 22일","8,234.5","8,099.9","8,304.4","8,091.6","65.81K","1.66%"
"2017년 11월 21일","8,100.0","8,245.9","8,368.4","7,819.1","115.45K","-1.76%"
"2017년 11월 20일","8,244.7","8,042.6","8,294.1","7,947.3","75.70K","2.51%"
"2017년 11월 19일","8,042.6","7,781.0","8,100.9","7,675.4","68.62K","3.36%"
"2017년 11월 18일","7,780.9","7,700.0","7,857.5","7,458.9","74.38K","1.05%"
"2017년 11월 17일","7,700.0","7,853.7","8,000.2","7,534.7","117.35K","-1.96%"
"2017년 11월 16일","7,853.7","7,283.0","7,964.6","7,119.2","133.94K","7.83%"
"2017년 11월 15일","7,283.2","6,597.1","7,330.1","6,596.9","131.12K","10.40%"
"2017년 11월 14일","6,597.1","6,522.5","6,728.6","6,419.2","96.50K","1.14%"
"2017년 11월 13일","6,522.5","5,878.1","6,760.1","5,828.3","178.34K","10.96%"
"2017년 11월 12일","5,878.1","6,339.9","6,490.5","5,493.6","269.83K","-7.28%"
"2017년 11월 11일","6,339.9","6,565.8","6,821.5","6,197.9","135.72K","-3.44%"
"2017년 11월 10일","6,565.8","7,129.6","7,319.0","6,406.0","222.00K","-7.91%"
"2017년 11월 09일","7,129.6","7,444.4","7,457.1","7,040.8","126.77K","-4.23%"
"2017년 11월 08일","7,444.4","7,102.2","7,869.1","7,027.0","220.22K","4.81%"
"2017년 11월 07일","7,102.8","6,959.3","7,222.4","6,957.8","101.05K","2.06%"
"2017년 11월 06일","6,959.2","7,389.5","7,429.7","6,934.7","159.69K","-5.82%"
"2017년 11월 05일","7,389.5","7,363.8","7,599.4","7,284.3","105.73K","0.35%"
"2017년 11월 04일","7,363.8","7,147.0","7,492.2","6,957.8","106.60K","2.96%"
"2017년 11월 03일","7,152.1","7,024.8","7,445.6","6,938.9","154.89K","1.81%"
"2017년 11월 02일","7,024.8","6,737.8","7,339.9","6,737.8","238.80K","4.26%"
"2017년 11월 01일","6,737.8","6,449.1","6,738.7","6,355.0","133.19K","4.44%"
"2017년 10월 31일","6,451.2","6,124.3","6,467.2","6,090.8","101.25K","5.34%"
"2017년 10월 30일","6,124.3","6,147.7","6,226.2","6,019.0","78.62K","-0.38%"
"2017년 10월 29일","6,147.5","5,726.6","6,295.4","5,679.4","163.06K","7.35%"
"2017년 10월 28일","5,726.6","5,764.6","5,871.0","5,654.8","53.23K","-0.66%"
"2017년 10월 27일","5,764.6","5,887.6","5,997.8","5,692.3","83.93K","-2.09%"
"2017년 10월 26일","5,887.6","5,734.0","5,970.4","5,689.9","93.68K","2.68%"
"2017년 10월 25일","5,734.0","5,513.1","5,748.0","5,375.6","105.84K","4.01%"
"2017년 10월 24일","5,513.1","5,903.6","5,904.6","5,463.4","143.74K","-6.62%"
"2017년 10월 23일","5,903.6","5,982.9","6,049.0","5,644.2","137.14K","-1.32%"
"2017년 10월 22일","5,982.9","6,006.6","6,070.6","5,723.0","105.03K","-0.40%"
"2017년 10월 21일","6,006.6","5,993.1","6,187.2","5,874.5","112.94K","0.23%"
"2017년 10월 20일","5,993.1","5,698.6","6,075.3","5,611.4","123.86K","5.17%"
"2017년 10월 19일","5,698.6","5,576.7","5,737.4","5,517.6","83.06K","2.20%"
"2017년 10월 18일","5,575.8","5,598.6","5,601.3","5,114.9","122.02K","-0.41%"
"2017년 10월 17일","5,598.6","5,759.3","5,773.3","5,521.1","65.64K","-2.79%"
"2017년 10월 16일","5,759.3","5,677.4","5,795.3","5,576.1","61.36K","1.25%"
"2017년 10월 15일","5,688.1","5,824.7","5,862.7","5,448.2","101.64K","-2.34%"
"2017년 10월 14일","5,824.7","5,637.3","5,839.6","5,568.9","76.22K","3.33%"
"2017년 10월 13일","5,637.3","5,432.6","5,852.8","5,392.0","215.02K","3.77%"
"2017년 10월 12일","5,432.6","4,824.2","5,432.6","4,815.0","163.92K","12.61%"
"2017년 10월 11일","4,824.2","4,763.4","4,874.9","4,718.6","70.48K","1.28%"
"2017년 10월 10일","4,763.4","4,777.5","4,930.0","4,722.8","98.49K","-0.30%"
"2017년 10월 09일","4,777.5","4,611.7","4,875.4","4,556.1","110.19K","3.59%"
"2017년 10월 08일","4,611.7","4,435.8","4,622.9","4,419.4","71.37K","3.97%"
"2017년 10월 07일","4,435.8","4,371.9","4,472.9","4,319.5","40.20K","1.46%"
"2017년 10월 06일","4,371.9","4,321.4","4,422.1","4,296.9","61.69K","1.17%"
"2017년 10월 05일","4,321.4","4,218.7","4,365.8","4,143.4","63.61K","2.44%"
"2017년 10월 04일","4,218.7","4,314.2","4,355.3","4,183.6","64.08K","-2.21%"
"2017년 10월 03일","4,314.2","4,401.3","4,436.0","4,230.7","81.87K","-1.98%"
"2017년 10월 02일","4,401.3","4,403.1","4,477.4","4,364.7","71.20K","-0.04%"
"2017년 10월 01일","4,403.1","4,360.6","4,412.6","4,258.3","60.58K","0.97%"
"2017년 09월 30일","4,360.6","4,172.8","4,383.3","4,164.3","67.49K","4.50%"
"2017년 09월 29일","4,172.8","4,195.6","4,237.5","4,030.4","97.80K","-0.54%"
"2017년 09월 28일","4,195.6","4,212.2","4,274.6","4,112.9","92.23K","-0.39%"
"2017년 09월 27일","4,212.2","3,892.7","4,232.4","3,882.1","117.60K","8.21%"
"2017년 09월 26일","3,892.7","3,932.8","3,982.3","3,858.8","63.25K","-1.02%"
"2017년 09월 25일","3,932.8","3,667.5","3,971.5","3,665.7","100.20K","7.23%"
"2017년 09월 24일","3,667.5","3,788.0","3,790.9","3,633.9","49.66K","-3.18%"
"2017년 09월 23일","3,788.0","3,600.8","3,813.4","3,563.2","67.82K","5.20%"
"2017년 09월 22일","3,600.8","3,617.3","3,753.5","3,505.8","114.72K","-0.45%"
"2017년 09월 21일","3,617.3","3,882.2","3,912.8","3,576.5","145.13K","-6.82%"
"2017년 09월 20일","3,882.2","3,908.0","4,053.0","3,846.8","86.65K","-0.66%"
"2017년 09월 19일","3,908.0","4,100.3","4,120.7","3,852.2","123.22K","-4.69%"
"2017년 09월 18일","4,100.3","3,689.6","4,122.8","3,689.0","147.93K","11.13%"
"2017년 09월 17일","3,689.6","3,698.9","3,796.6","3,485.8","96.07K","-0.25%"
"2017년 09월 16일","3,698.9","3,713.8","3,893.7","3,551.8","169.36K","-0.40%"
"2017년 09월 15일","3,713.8","3,243.1","3,824.4","2,979.9","448.55K","14.51%"
"2017년 09월 14일","3,243.1","3,870.3","3,930.7","3,219.0","317.59K","-16.21%"
"2017년 09월 13일","3,870.3","4,158.9","4,174.6","3,752.0","186.54K","-6.94%"
"2017년 09월 12일","4,158.9","4,217.9","4,387.8","4,075.0","107.04K","-1.40%"
"2017년 09월 11일","4,217.9","4,245.9","4,364.4","4,134.6","88.76K","-0.66%"
"2017년 09월 10일","4,245.9","4,335.1","4,338.1","4,032.1","108.08K","-2.06%"
"2017년 09월 09일","4,335.1","4,326.5","4,402.1","4,185.3","77.09K","0.20%"
"2017년 09월 08일","4,326.5","4,635.6","4,699.6","4,130.9","180.36K","-6.67%"
"2017년 09월 07일","4,635.6","4,618.7","4,690.5","4,493.2","70.53K","0.37%"
"2017년 09월 06일","4,618.7","4,409.1","4,660.0","4,401.5","110.93K","4.75%"
"2017년 09월 05일","4,409.1","4,267.5","4,496.7","4,004.6","158.41K","3.32%"
"2017년 09월 04일","4,267.5","4,612.9","4,621.0","4,098.6","170.40K","-7.49%"
"2017년 09월 03일","4,612.9","4,573.8","4,719.8","4,397.7","102.82K","0.86%"
"2017년 09월 02일","4,573.8","4,921.9","4,976.5","4,448.6","160.77K","-7.07%"
"2017년 09월 01일","4,921.9","4,735.1","4,925.2","4,690.2","102.01K","3.94%"
"2017년 08월 31일","4,735.1","4,583.0","4,765.1","4,580.1","72.29K","3.32%"
"2017년 08월 30일","4,583.0","4,597.3","4,644.1","4,491.8","68.47K","-0.31%"
"2017년 08월 29일","4,597.3","4,390.3","4,647.8","4,350.2","100.80K","4.71%"
"2017년 08월 28일","4,390.3","4,345.8","4,403.1","4,195.2","75.49K","1.03%"
"2017년 08월 27일","4,345.8","4,352.3","4,408.2","4,321.1","42.52K","-0.15%"
"2017년 08월 26일","4,352.3","4,364.4","4,379.3","4,263.3","46.16K","-0.28%"
"2017년 08월 25일","4,364.4","4,318.4","4,461.7","4,292.6","82.90K","1.07%"
"2017년 08월 24일","4,318.4","4,141.1","4,364.1","4,111.7","72.36K","4.28%"
"2017년 08월 23일","4,141.1","4,089.7","4,255.6","4,070.5","96.65K","1.26%"
"2017년 08월 22일","4,089.7","4,005.1","4,142.7","3,612.2","169.14K","2.11%"
"2017년 08월 21일","4,005.1","4,066.6","4,097.3","3,966.9","90.65K","-1.51%"
"2017년 08월 20일","4,066.6","4,150.5","4,182.3","4,034.4","70.16K","-2.02%"
"2017년 08월 19일","4,150.5","4,105.4","4,189.7","3,957.5","113.72K","1.10%"
"2017년 08월 18일","4,105.4","4,278.9","4,362.7","3,978.3","144.40K","-4.06%"
"2017년 08월 17일","4,278.9","4,387.4","4,487.5","4,194.1","127.48K","-2.47%"
"2017년 08월 16일","4,387.4","4,161.7","4,398.1","3,938.6","112.90K","5.42%"
"2017년 08월 15일","4,161.7","4,327.9","4,436.5","3,837.1","211.58K","-3.84%"
"2017년 08월 14일","4,327.9","4,062.6","4,336.7","3,978.9","128.46K","6.53%"
"2017년 08월 13일","4,062.6","3,871.6","4,189.4","3,847.3","158.59K","4.93%"
"2017년 08월 12일","3,871.6","3,654.4","3,967.3","3,611.4","123.59K","5.94%"
"2017년 08월 11일","3,654.4","3,425.7","3,706.5","3,409.8","97.56K","6.68%"
"2017년 08월 10일","3,425.7","3,348.8","3,453.8","3,322.9","71.00K","2.30%"
"2017년 08월 09일","3,348.8","3,429.4","3,437.1","3,251.0","97.06K","-2.35%"
"2017년 08월 08일","3,429.4","3,401.9","3,494.9","3,357.1","106.94K","0.81%"
"2017년 08월 07일","3,401.9","3,232.0","3,425.1","3,198.5","88.11K","5.26%"
"2017년 08월 06일","3,232.0","3,262.8","3,295.1","3,166.5","60.66K","-0.94%"
"2017년 08월 05일","3,262.8","2,878.5","3,344.0","2,875.9","159.40K","13.35%"
"2017년 08월 04일","2,878.5","2,810.0","2,892.7","2,779.5","68.76K","2.44%"
"2017년 08월 03일","2,810.0","2,720.5","2,822.9","2,717.6","68.10K","3.29%"
"2017년 08월 02일","2,720.5","2,747.0","2,773.8","2,668.9","81.82K","-0.96%"
"2017년 08월 01일","2,747.0","2,883.3","2,946.0","2,659.6","123.17K","-4.73%"
"2017년 07월 31일","2,883.3","2,766.5","2,916.3","2,723.1","91.12K","4.22%"
"2017년 07월 30일","2,766.5","2,733.5","2,773.1","2,621.7","82.72K","1.21%"
"2017년 07월 29일","2,733.5","2,806.8","2,812.1","2,699.4","84.49K","-2.61%"
"2017년 07월 28일","2,806.8","2,691.9","2,843.8","2,683.6","138.91K","4.27%"
"2017년 07월 27일","2,691.9","2,559.2","2,712.9","2,547.7","103.83K","5.18%"
